sum,max,min
0.84195533,0.249573,-0.269218
0.01896257,0.352202,-0.25523
0.7764569,0.272065,-0.475363
1.45230878,0.336101,-0.362445
3.1066538,0.32906,-0.133774
1.9948048,0.291732,-0.361216
1.3123762,0.466845,-0.277879
0.96789535,0.465818,-0.162862
2.4417596,0.341826,-0.222429
-0.32340914,0.292479,-0.310154
-0.141377456,0.335928,-0.312998
1.3774169,0.346024,-0.277147
-0.36485554,0.266491,-0.215936
1.64861955,0.287961,-0.160354
1.03519957,0.421074,-0.305308
1.16519771,0.358539,-0.144209
0.3191339,0.259257,-0.230973
1.46097285,0.32114,-0.255551
0.80510118,0.259896,-0.188007
0.1400434,0.36593,-0.199318
1.507228,0.588216,-0.240771
-0.34415007,0.327241,-0.405541
1.5325356,0.345515,-0.243035
1.30149161,0.303443,-0.26541
1.15601812,0.241796,-0.234636
0.36436828,0.334225,-0.24905
2.14540114,0.274594,-0.150566
1.5321214,0.394196,-0.326397
0.88608751,0.423474,-0.281993
-0.25011786,0.212692,-0.239844
0.87138135,0.277856,-0.28714
0.5250159,0.345636,-0.397592
0.25802157,0.30907,-0.227213
2.09043092,0.33766,-0.304247
1.138963869,0.336413,-0.203322
0.42198593,0.187073,-0.252297
0.68814185,0.311349,-0.205985
-0.49724669,0.241582,-0.290248
1.3139766,0.377858,-0.278027
0.60301443,0.281529,-0.244533
-0.06852991,0.291403,-0.155606
1.4393907,0.305125,-0.256443
0.30203592,0.350937,-0.193107
0.18375506,0.320418,-0.279905
2.22893247,0.40662,-0.227306
-0.06798473,0.362668,-0.267976
0.2186481,0.286022,-0.270008
1.04905827,0.398137,-0.19668
0.4571976,0.297632,-0.256711
0.155474039,0.339692,-0.220732
1.97484962,0.271297,-0.194467
-0.09932863,0.226342,-0.325909
0.9544559,0.347873,-0.270617
-0.14628683,0.28442,-0.278426
0.48273974,0.321457,-0.204188
1.04211421,0.367906,-0.216948
0.85080323,0.312648,-0.277995
0.7510699,0.279447,-0.260911
0.089807582,0.282009,-0.251967
0.85384843,0.278968,-0.294232
1.34649883,0.297971,-0.214619
0.9549431,0.397728,-0.238271
1.1127852,0.272648,-0.255234
0.3383992,0.267801,-0.30289
0.54864345,0.312476,-0.325299
0.3981845,0.309225,-0.35185
0.37401001,0.307573,-0.380355
1.5381881,0.33518,-0.166103
0.759672,0.34362,-0.334487
0.8863621,0.343995,-0.194331
0.2431895,0.246976,-0.281255
0.96434188,0.381828,-0.307573
1.33150927,0.28934,-0.270274
0.691051,0.270981,-0.214704
0.093328179,0.279787,-0.257404
0.19165712,0.278643,-0.284677
0.743414,0.28006,-0.236756
-0.363916015,0.310757,-0.223604
0.183189787,0.277853,-0.255479
0.10730118,0.332432,-0.356203
-0.75245281,0.332443,-0.246534
0.77997131,0.292118,-0.294568
0.1594713,0.401915,-0.33496
0.75852515,0.333758,-0.235951
1.92948126,0.340378,-0.272271
0.3157708,0.363245,-0.309731
0.60511903,0.254388,-0.262634
1.93456523,0.369053,-0.229888
0.42388823,0.276572,-0.300924
2.4452511,0.411225,-0.157719
0.78504823,0.349628,-0.315225
0.73850375,0.281267,-0.200736
1.82526945,0.32049,-0.386526
0.0565455,0.430466,-0.227008
-0.3615584,0.223211,-0.237207
-0.488343853,0.415615,-0.355469
0.55751999,0.350541,-0.271722
1.21994955,0.29016,-0.193097
1.09775825,0.312934,-0.300622
0.2428999,0.310176,-0.281349
-0.08834823,0.321665,-0.304184
0.27979549,0.314034,-0.237857
0.50700787,0.365856,-0.313723
0.92630461,0.329329,-0.297706
1.8392792717,0.436644,-0.228285
2.01657447,0.401979,-0.204147
-0.4451806,0.325219,-0.313073
-0.22268508,0.315805,-0.276121
1.58394161,0.361643,-0.188941
0.0043883,0.310276,-0.263806
-0.2441356,0.39265,-0.309847
0.751896241,0.280186,-0.200413
0.385033887,0.394622,-0.233554
0.30574196,0.33698,-0.221116
1.78211,0.447259,-0.253982
0.6625217,0.312086,-0.34048
-0.56684415,0.375751,-0.258322
0.2173571,0.338674,-0.264894
0.7521174,0.299006,-0.221906
0.0272438,0.29329,-0.350647
-0.6906369,0.267309,-0.301163
1.01829678,0.256013,-0.304511
1.4128507,0.305521,-0.35104
1.3987261,0.290436,-0.245623
1.5738056,0.388695,-0.342412
-1.0276955,0.208179,-0.251318
0.4928901952,0.241522,-0.262836
0.4772062,0.256489,-0.303396
1.0339668,0.38322,-0.251818
1.85960132,0.393803,-0.238379
0.73804173,0.24509,-0.239349
1.71442072,0.311733,-0.288006
0.795217185,0.344702,-0.339848
1.51188402,0.265212,-0.219331
0.33449789,0.413071,-0.27342
0.2555876,0.313514,-0.258211
2.41827176,0.33112,-0.163019
0.17352073,0.257071,-0.232371
0.81299559,0.324557,-0.256306
1.5799204,0.294413,-0.297351
0.489281906,0.155229,-0.175706
0.98496037,0.348024,-0.20749
0.25947348,0.234523,-0.395316
0.94151216,0.330954,-0.34193
1.2119285,0.293119,-0.345283
0.59557117,0.324783,-0.361474
2.34210653,0.324822,-0.267278
0.42617848,0.216066,-0.288544
0.93723878,0.334731,-0.258545
0.13355823,0.225894,-0.360019
-0.1475351,0.259828,-0.253723
1.352136,0.248656,-0.162388
-0.52332694,0.25104,-0.275924
0.6147927,0.300406,-0.287973
-0.056088669,0.267751,-0.240411
-0.12798145,0.249284,-0.346741
1.1147516,0.37943,-0.259343
0.7092959,0.321739,-0.263988
1.07754281,0.373912,-0.296415
1.17178109,0.355287,-0.256586
0.00276972,0.376029,-0.259423
1.55642901,0.344852,-0.296387
0.464384903,0.239605,-0.196038
0.214463874,0.201657,-0.174484
-0.1169022,0.280182,-0.26428
1.01069412,0.274787,-0.192719
1.11601035,0.317865,-0.23046
0.46427024,0.299827,-0.198002
1.4857469,0.308099,-0.290769
2.06409687,0.377807,-0.180246
1.64087579,0.283361,-0.190138
1.046352,0.356033,-0.23908
0.11988574,0.296706,-0.374592
1.2860531,0.280726,-0.222371
0.63419264,0.229366,-0.262509
0.3249539,0.26572,-0.224348
1.1532339,0.351059,-0.276944
0.6834705,0.310654,-0.228351
0.85053724,0.253172,-0.283093
0.39090883,0.308751,-0.253265
0.78174206,0.236535,-0.222577
0.1019294,0.292539,-0.296925
0.1838031,0.411823,-0.232154
0.768951313,0.309137,-0.305601
0.7352798,0.318065,-0.201351
1.49787458,0.335037,-0.361368
0.572622294,0.330221,-0.330216
-0.4185198,0.311676,-0.289743
-0.34222542,0.21058,-0.380166
1.6933916,0.482824,-0.279944
0.9236395,0.330161,-0.253249
1.4750893,0.394214,-0.388403
0.560872091,0.311347,-0.174113
1.37349066,0.31774,-0.219617
2.00538293,0.454513,-0.248471
0.92905522,0.317448,-0.249046
0.3346299,0.352397,-0.304811
-0.1176726,0.259143,-0.255643
0.62355262,0.429389,-0.335418
1.73999499,0.279543,-0.225508
0.2283369,0.246051,-0.343001
0.199261007,0.286837,-0.294053
1.63529728,0.367001,-0.291922
0.60298645,0.237732,-0.16803
0.7271717,0.247128,-0.241786
0.1190063,0.271473,-0.270406
1.2217368,0.321156,-0.175613
1.40814692,0.311639,-0.300232
0.2514187,0.292353,-0.286765
0.14193919,0.445693,-0.30549
-0.22437143,0.261357,-0.370461
0.50430008,0.332762,-0.27882
2.114867,0.308355,-0.221536
-0.277312637,0.410009,-0.310754
1.37252252,0.375941,-0.265153
0.20085909,0.24571,-0.264334
-0.1702832,0.236408,-0.167579
0.5752540914,0.329,-0.305839
1.0525763,0.319057,-0.23571
-0.0724848,0.327718,-0.238363
0.75593307,0.322714,-0.202971
0.1802412,0.347438,-0.290161
0.14445234,0.288206,-0.280666
0.3094637,0.245444,-0.352078
0.2166,0.395168,-0.267732
2.1267779,0.345407,-0.163291
0.0473355,0.328269,-0.319967
1.2027555,0.355731,-0.300702
0.5605697,0.383935,-0.218019
0.92850823,0.354687,-0.276241
1.5832937,0.285868,-0.224104
0.35827706,0.294379,-0.171423
0.7540001,0.268911,-0.301696
1.070270775,0.23802,-0.285677
-0.06871296,0.235751,-0.172316
1.53734825,0.313038,-0.252761
-0.236484099,0.332437,-0.27967
0.6996211677,0.381482,-0.238134
0.16521692,0.323073,-0.309097
-0.63038608,0.231432,-0.263796
0.8409518,0.334999,-0.3078
0.47358075,0.307067,-0.170678
-1.05095288,0.199599,-0.375566
0.9006024,0.388766,-0.233569
1.43757,0.286149,-0.186229
0.57378923,0.251845,-0.329034
-0.3906182,0.324718,-0.309391
0.6477721,0.377478,-0.178006
-0.6992439,0.271902,-0.356433
1.048673,0.283263,-0.157434
0.680092353,0.355217,-0.214945
1.96329424,0.411126,-0.169383
-0.35244364,0.198558,-0.300968
0.006514614,0.242529,-0.313616
1.481560156,0.330266,-0.278186
1.1370479,0.336921,-0.294874
0.6227185,0.348036,-0.302482
-0.79557345,0.202662,-0.283131
2.56165312,0.354609,-0.222313
2.35631362,0.390624,-0.258846
1.19044598,0.383317,-0.209727
1.11959622,0.358336,-0.28906
-0.2672235781,0.346627,-0.300846
0.23713577,0.298335,-0.287054
1.6465529,0.341107,-0.159691
-0.5472948,0.321739,-0.343272
1.69494465,0.332603,-0.277028
0.0526272,0.30136,-0.276742
-0.14714292,0.302606,-0.270273
-0.25467474,0.189331,-0.263907
-1.39868559,0.347187,-0.371096
1.11906791,0.244647,-0.226378
0.58409941,0.335642,-0.321814
0.8785739,0.251817,-0.320668
0.14349742,0.287511,-0.263835
0.59000726,0.296873,-0.387641
2.13071794,0.392818,-0.200441
0.44634358,0.364925,-0.263948
-0.22296813,0.393094,-0.211366
-0.13060049,0.245221,-0.302613
-0.778021413,0.363521,-0.313516
0.24111824,0.27585,-0.202298
1.4986596509,0.498214,-0.146979
2.1389279,0.353976,-0.327664
0.6706539,0.307205,-0.230636
0.7529076,0.335564,-0.243105
-0.65479074,0.276308,-0.224603
1.9387112,0.342984,-0.165465
-0.57204822,0.347394,-0.260074
-0.8109841,0.269802,-0.268055
2.3481071,0.379843,-0.147179
0.82902654,0.283521,-0.198487
1.358966391,0.348294,-0.173861
1.83445298,0.291688,-0.232556
0.7271944,0.424747,-0.312188
0.78846454,0.314466,-0.281202
0.61578759,0.371598,-0.239982
1.5829268,0.421472,-0.221726
0.40902007,0.252366,-0.334904
1.2548337,0.491857,-0.286217
-0.0362322,0.241618,-0.377696
-0.36197266,0.208532,-0.321102
0.06348133,0.265477,-0.277249
0.3675806,0.250274,-0.310416
-0.6944676,0.263809,-0.352843
0.78219841,0.290645,-0.199441
0.9773583,0.295822,-0.179931
1.0281586,0.277343,-0.181872
1.58694473,0.445769,-0.340816
-0.05789082,0.364075,-0.235025
0.57951624,0.30355,-0.278476
1.4471723,0.308098,-0.333949
1.2582162,0.276995,-0.206881
0.11648,0.280313,-0.187998
0.84913608,0.333638,-0.231505
0.77658364,0.372827,-0.297614
1.5874705,0.360444,-0.271035
-0.4927926,0.498063,-0.339408
1.292714311,0.431269,-0.185413
0.45207764,0.321656,-0.289384
0.838652,0.431615,-0.189648
0.2310522,0.20447,-0.244972
-0.18800529,0.337368,-0.247847
1.48538106,0.411834,-0.286422
0.174891032,0.287061,-0.278776
1.1595104,0.37518,-0.311192
0.9497662,0.34107,-0.240582
0.2977871,0.288926,-0.288857
-0.01879705,0.207435,-0.29293
-0.79714723,0.293168,-0.339886
-0.20262308,0.393406,-0.283284
0.55530082,0.240925,-0.298118
0.85414966,0.331222,-0.202988
0.577530984,0.255547,-0.215363
-0.63581283,0.339277,-0.272554
0.4685981,0.326593,-0.326406
-0.30049582,0.276696,-0.23954
1.7164541,0.3399,-0.14682
-0.262923207,0.211217,-0.303192
0.871894,0.434301,-0.256636
1.09672083,0.245283,-0.33578
0.43043627,0.271275,-0.222618
-0.2963534,0.210212,-0.281525
0.28331467,0.220744,-0.271175
0.18306978,0.276093,-0.327834
1.35237285,0.358903,-0.214299
-1.13815725,0.342402,-0.272999
0.95854049,0.401279,-0.301714
0.50684667,0.362556,-0.219156
-0.4370265,0.284064,-0.389693
0.97445702,0.277021,-0.232575
-0.8834572,0.407193,-0.239884
0.9844442,0.334219,-0.264075
0.25972307,0.366602,-0.257802
-0.30111449,0.311015,-0.275827
0.73631887,0.33815,-0.223607
1.7902689,0.340568,-0.176767
1.16206502,0.310179,-0.247413
-0.1502616,0.26753,-0.342852
-0.5605226,0.295563,-0.267711
1.07622176,0.371091,-0.366387
1.47407976,0.288822,-0.261099
0.94686246,0.356662,-0.334578
0.98586362,0.269311,-0.283231
1.7878298,0.278372,-0.271425
0.6781309,0.287064,-0.233018
0.75407852,0.317002,-0.262209
0.6952849,0.308882,-0.313149
-0.1584078,0.270149,-0.261569
0.68028206,0.419442,-0.379486
0.473381205,0.299257,-0.39309
1.66169246,0.36151,-0.183772
1.03274734,0.35378,-0.240642
-0.4892746,0.146209,-0.272367
0.734556499,0.21882,-0.345926
-0.3524692,0.235762,-0.353162
-1.289656,0.13949,-0.292711
0.66863356,0.344059,-0.286612
-0.06252548,0.227181,-0.1858
0.67715642,0.254146,-0.412898
-1.2247862,0.201813,-0.322085
0.614372881,0.321908,-0.324882
-0.77180248,0.17109,-0.253826
1.29962488,0.284309,-0.169005
0.5207661,0.443958,-0.29859
0.10720228,0.294948,-0.26813
-1.42715605,0.194657,-0.335461
-0.03349933,0.256825,-0.299689
0.9335824,0.34491,-0.265367
1.3524903,0.322935,-0.187446
-0.96818412,0.343176,-0.24357
0.24421051,0.195077,-0.184588
0.9413992,0.30206,-0.333449
1.42619589,0.398829,-0.261013
0.563722352,0.255105,-0.302432
1.57993606,0.333238,-0.237224
-0.14902362,0.354519,-0.361826
0.0810482,0.190226,-0.186097
0.0041819,0.281327,-0.286319
1.0050724,0.320607,-0.239345
-0.08780823,0.257447,-0.339203
1.13468938,0.356023,-0.287584
0.31599,0.197999,-0.25341
-1.00271457,0.301565,-0.363932
1.36546157,0.383426,-0.244265
0.99991056,0.399544,-0.214488
0.63115023,0.372329,-0.303579
-0.5535746,0.249689,-0.371596
-0.30531468,0.304023,-0.247027
0.379098,0.244557,-0.272067
-0.64823651,0.253583,-0.343438
1.67208608,0.336238,-0.246505
0.67034148,0.313001,-0.233628
-0.521316405,0.241464,-0.243925
0.8085153,0.340725,-0.359139
-1.10344195,0.218397,-0.31987
0.46938474,0.344003,-0.284889
1.0361354,0.373553,-0.232892
0.95739757,0.280328,-0.286193
0.63695048,0.205542,-0.184212
1.78538529,0.297943,-0.185934
-0.2074367,0.312769,-0.286145
0.944794,0.263114,-0.265443
1.1962034,0.475144,-0.336165
1.1923022,0.316231,-0.309319
0.84956076,0.309008,-0.233715
0.4468836,0.350864,-0.325886
-0.3054015,0.245401,-0.222331
2.3594751,0.281532,-0.18371
0.9609748,0.207315,-0.286804
0.4088129,0.312155,-0.188291
-2.090086,0.295008,-0.352672
0.59638493,0.358044,-0.269371
0.94743866,0.354743,-0.276891
1.05573092,0.36392,-0.28601
2.1592058,0.383386,-0.186
-0.21081095,0.280534,-0.319819
-0.18553108,0.33661,-0.229854
0.15096705,0.308888,-0.369536
1.9119089,0.319754,-0.218552
0.21587018,0.249137,-0.198333
1.484387618,0.398382,-0.143393
1.2561741,0.320918,-0.207132
1.2368951,0.327591,-0.389267
0.730606055,0.310094,-0.215398
1.235657759,0.373379,-0.194761
-0.14133744,0.327634,-0.391273
1.1936965,0.438643,-0.360013
-0.2650246,0.281986,-0.330663
1.480238355,0.31546,-0.327762
0.69171415,0.298976,-0.258202
0.69875022,0.346364,-0.355525
1.18046892,0.350384,-0.267256
-0.08895273,0.276459,-0.305617
0.30536553,0.306367,-0.286687
1.28115065,0.435613,-0.282861
0.14901512,0.271289,-0.352495
0.1812721,0.421725,-0.434012
-0.14803021,0.237783,-0.311993
2.02254477,0.31206,-0.259571
0.73809033,0.460444,-0.214559
0.298520055,0.295266,-0.257205
0.1360426601,0.296196,-0.270648
-0.93665305,0.318539,-0.250779
2.19732784,0.385497,-0.240433
1.15683072,0.310915,-0.26297
1.07296763,0.462292,-0.261171
0.44715611,0.28828,-0.269238
0.44024479,0.23528,-0.255563
0.17461962,0.305276,-0.277212
1.46221267,0.319517,-0.197084
0.2481466,0.312809,-0.234788
0.1111474,0.350774,-0.382205
1.71708005,0.3127,-0.249553
0.8428213,0.305169,-0.165789
0.98292192,0.35964,-0.291897
1.111095042,0.354322,-0.204376
0.37118901,0.261783,-0.320281
-0.04988386,0.239278,-0.259713
0.32321732,0.442454,-0.253984
0.80329856,0.246975,-0.312101
0.98989713,0.282376,-0.248994
1.739378645,0.280252,-0.342918
1.6726542,0.353763,-0.216894
0.72748757,0.270046,-0.130943
-0.23505127,0.343198,-0.335604
-0.61037216,0.389172,-0.318318
0.5888543,0.312941,-0.234822
0.2906359,0.328691,-0.25665
1.26473752,0.231334,-0.163748
0.21531741,0.283218,-0.275763
0.1122993,0.285077,-0.366016
0.89274534,0.261764,-0.290336
1.5715256,0.295099,-0.213361
1.69108021,0.329159,-0.270053
1.462773623,0.311067,-0.247994
0.751477,0.309958,-0.268438
0.2343737,0.343806,-0.230345
1.614442,0.314384,-0.277539
-1.20203643,0.385101,-0.337816
0.33363183,0.235197,-0.31233
0.489884225,0.311149,-0.199412
0.19028705,0.281163,-0.194787
-0.1849928,0.346224,-0.295891
0.53316528,0.357899,-0.267055
1.9456446,0.285443,-0.284052
1.91912247,0.363954,-0.2671
1.3108711,0.273345,-0.224366
-1.71066646,0.169359,-0.322856
0.5213982,0.297492,-0.324307
0.11877548,0.235514,-0.285222
0.42758819,0.402995,-0.237862
1.5431968,0.32945,-0.245095
1.340266919,0.373357,-0.377102
1.73625003,0.302494,-0.196098
0.18646828,0.267071,-0.2426
-0.5545739,0.438358,-0.297081
1.60924326,0.392776,-0.322783
0.3984876,0.273062,-0.271256
-0.415736218,0.27259,-0.339626
2.06765882,0.358108,-0.151456
1.69485442,0.418366,-0.192758
1.08722937,0.37081,-0.219259
0.42463725,0.242512,-0.311487
2.02713188,0.296813,-0.231998
0.93179536,0.348098,-0.14215
1.39110036,0.289145,-0.316914
0.33085116,0.336782,-0.20246
1.970893196,0.383502,-0.268324
0.18338394,0.290939,-0.202125
1.90233267,0.454911,-0.30029
1.36927917,0.305243,-0.327057
1.49062441,0.39491,-0.3343
0.5565616,0.215515,-0.242622
1.60715484,0.315858,-0.336343
0.2805063,0.237821,-0.246864
0.79505594,0.367113,-0.360675
1.0543675,0.239321,-0.268583
0.77981599,0.310516,-0.250913
0.3179991,0.301613,-0.250404
0.47900025,0.339904,-0.273275
0.16574445,0.343962,-0.230983
-1.43213335,0.201076,-0.340436
0.79175995,0.34983,-0.251676
-0.2399401,0.233074,-0.26564
0.439585404,0.409219,-0.367173
-0.80589631,0.260341,-0.222104
0.418038245,0.19865,-0.267965
1.04990767,0.441257,-0.246759
1.8218052,0.256805,-0.240876
-0.84869865,0.277953,-0.334619
1.3158869,0.279846,-0.235503
0.51026814,0.309948,-0.274422
0.19501583,0.389792,-0.251095
-0.35384845,0.258462,-0.334078
0.26020978,0.427941,-0.257363
0.86865585,0.277082,-0.332425
0.1616561,0.332855,-0.258104
1.42990956,0.369309,-0.19472
0.0417344,0.277976,-0.385278
-0.13368391,0.279909,-0.343071
-0.23092187,0.251254,-0.301802
-0.88187087,0.287349,-0.29969
0.45006804,0.31457,-0.254571
0.19957534,0.245828,-0.254662
1.68755366,0.364438,-0.200373
0.18638617,0.317237,-0.414673
0.72468168,0.390639,-0.199194
-0.18694434,0.318329,-0.328728
-0.278936857,0.20464,-0.23654
1.2395098,0.246068,-0.183934
0.09185014,0.192404,-0.223405
-0.770042502,0.278368,-0.314059
0.885811954,0.266165,-0.333775
1.56822082,0.273831,-0.195554
0.8128562,0.303467,-0.180877
-0.1740096,0.355342,-0.253825
0.21909022,0.33066,-0.263708
0.82432839,0.3701,-0.210189
-0.01676006,0.244225,-0.292626
2.2994837,0.367185,-0.0828518
-0.23630302,0.220417,-0.403157
1.0078517,0.198672,-0.147561
0.551260176,0.372246,-0.276685
0.7499376,0.353599,-0.287463
1.5061112,0.355094,-0.223999
0.3470736,0.208277,-0.293755
0.40358392,0.319092,-0.248018
2.02446293,0.265704,-0.157737
0.8305942,0.313807,-0.173313
1.165592634,0.338188,-0.278568
0.2162598,0.346182,-0.318646
0.1525308,0.258222,-0.258567
-0.10712815,0.230748,-0.259441
0.1924976,0.309593,-0.248131
-0.60791462,0.26915,-0.247126
0.70389956,0.464756,-0.243242
1.02423244,0.374984,-0.254614
0.555868921,0.304283,-0.180568
2.05940174,0.266189,-0.171228
1.313217611,0.432247,-0.187133
1.30151013,0.341096,-0.18552
2.0600106,0.391368,-0.145425
2.63393,0.327833,-0.141758
0.8530172,0.26831,-0.37845
1.921587789,0.323448,-0.361802
0.7113917,0.290516,-0.258366
1.01277613,0.382985,-0.33599
1.54466028,0.334541,-0.238889
1.14576883,0.400232,-0.236042
0.45011823,0.2765,-0.183447
0.81228662,0.360485,-0.248791
1.86042082,0.434174,-0.219612
0.54853121,0.273133,-0.216252
-0.68832971,0.300259,-0.274955
-0.02240057,0.208737,-0.234075
0.68641117,0.310863,-0.254286
0.929785161,0.289753,-0.297465
1.80075472,0.306832,-0.238083
1.455176598,0.36415,-0.219615
0.65481154,0.342732,-0.400265
1.97438149,0.381621,-0.178948
0.48872869,0.449028,-0.220825
1.0170569,0.32658,-0.236981
1.072861622,0.319801,-0.238996
1.0041452,0.321556,-0.290372
-0.13085229,0.233549,-0.32164
1.47133478,0.406137,-0.288235
-0.1795582,0.247694,-0.289059
0.9447016,0.271779,-0.365933
0.97625147,0.263125,-0.231168
0.75298576,0.407673,-0.301215
1.696343569,0.271894,-0.136797
0.7277119,0.332667,-0.366511
0.81336265,0.308207,-0.256618
2.0399576,0.347289,-0.238844
2.0370582,0.274223,-0.181767
1.05028887,0.443395,-0.307374
0.41544264,0.205124,-0.308959
1.0237241,0.316441,-0.243276
1.86354421,0.333655,-0.285807
-0.40168784,0.355017,-0.262961
1.5832873,0.344858,-0.224431
2.59042089,0.374928,-0.175838
2.2272547,0.354476,-0.174512
0.90607237,0.454491,-0.256592
0.6360302,0.272362,-0.259407
0.80889161,0.313576,-0.175887
0.6311492,0.255633,-0.161051
0.37356651,0.332002,-0.311166
0.8560926,0.309785,-0.178649
1.3003694,0.378493,-0.374975
2.02142405,0.415364,-0.151014
1.0224432,0.273078,-0.195296
1.61668956,0.419196,-0.297927
1.24639664,0.357763,-0.217546
0.851347,0.242997,-0.28148
0.112752,0.280783,-0.305598
1.50088203,0.276896,-0.13273
1.13561715,0.343699,-0.266408
3.0206814,0.298277,-0.0925584
1.8576182,0.282585,-0.164069
1.31453405,0.326613,-0.16467
2.142745023,0.357315,-0.239673
0.60107331,0.510866,-0.235182
2.477032226,0.354109,-0.187031
1.11360026,0.268798,-0.240858
0.99417668,0.317371,-0.292182
1.67123707,0.337856,-0.328635
1.390386,0.276461,-0.288487
0.2993758,0.25574,-0.346237
2.11006084,0.489846,-0.165001
2.53522397,0.372271,-0.234317
0.354287,0.306722,-0.33545
1.9925851,0.419823,-0.163239
2.2478883,0.367951,-0.125628
-0.1128594,0.293241,-0.352378
0.45561023,0.292884,-0.281032
1.13888463,0.37475,-0.226508
1.151341023,0.362723,-0.234197
1.4484796,0.324638,-0.308315
1.50192089,0.308296,-0.344677
0.86504014,0.411831,-0.210153
0.45215595,0.365443,-0.272698
0.4934395,0.363995,-0.244965
-0.05061465,0.250051,-0.285041
0.9425037,0.335786,-0.22561
-0.7842585,0.30559,-0.274419
1.0160643,0.25828,-0.211191
1.15644139,0.264595,-0.148306
0.693657,0.27332,-0.267272
0.4675739,0.308141,-0.301866
0.31466975,0.30848,-0.279882
0.33865048,0.262521,-0.382712
0.670216659,0.303314,-0.38098
-0.02106894,0.245738,-0.323684
0.970678701,0.285607,-0.289475
-0.67231221,0.381627,-0.255894
0.1479588,0.384408,-0.429264
0.42146683,0.163095,-0.214173
0.8377667,0.377879,-0.273955
0.30797803,0.351642,-0.291077
1.79557255,0.399666,-0.192779
1.05991015,0.30657,-0.214804
1.1847196,0.284588,-0.270764
1.41334354,0.424123,-0.201181
-0.3095699,0.237851,-0.258405
0.36090566,0.327986,-0.212271
-0.913901972,0.321291,-0.302631
-0.63379833,0.188462,-0.262074
1.7576034,0.310769,-0.212013
-0.73756286,0.210753,-0.326658
0.82748537364,0.316176,-0.311865
-0.15881732,0.363837,-0.342833
0.31400911,0.449551,-0.284923
1.00305099,0.371915,-0.264728
0.45502923,0.209579,-0.279415
1.6591415,0.32221,-0.303368
0.99547967,0.323071,-0.321682
-0.02814803,0.282002,-0.255425
0.82342197,0.30554,-0.26555
0.26689964,0.320715,-0.242827
0.661319038,0.348332,-0.255475
0.15985108,0.291803,-0.244682
1.9464945,0.422708,-0.198156
0.9251959,0.396521,-0.302482
1.11195522,0.26592,-0.244726
-0.39827586,0.186936,-0.385251
0.47688789,0.253704,-0.262251
1.0191016,0.438439,-0.230032
1.02939123,0.350755,-0.276661
1.866080136,0.281619,-0.212496
1.61942017,0.270004,-0.255445
1.49375865,0.423923,-0.231894
-0.70499603,0.243847,-0.443139
1.3900528,0.388725,-0.188846
1.6100641,0.421219,-0.239124
0.9207445,0.298255,-0.261065
0.79669778,0.299248,-0.222035
-0.49322717,0.305683,-0.296722
1.3229326,0.274486,-0.226848
1.0756657,0.330172,-0.183186
0.18026462,0.367387,-0.283803
-0.49309368,0.2066,-0.384834
1.34845653,0.31509,-0.299649
0.74493917,0.404478,-0.166012
0.0662845,0.398851,-0.321905
1.569172,0.338583,-0.232265
0.845973885,0.295227,-0.241911
0.5792126,0.35519,-0.221171
-0.40740829,0.478236,-0.351367
0.69958424,0.327842,-0.215295
0.943027812,0.247036,-0.241317
-0.20548015,0.451793,-0.323375
-1.06422581,0.220277,-0.324425
1.15537511,0.299783,-0.21613
2.28524143,0.37396,-0.350642
2.0707496,0.32035,-0.155989
2.95855037,0.394061,-0.149487
1.55371025,0.365879,-0.315544
2.51048421,0.384035,-0.174531
0.61855546,0.350826,-0.273489
1.90511133,0.485727,-0.255855
1.8964401,0.305854,-0.1403
0.2489214,0.282557,-0.301306
1.4608457,0.343123,-0.301637
-0.0970701,0.273886,-0.277751
2.1922748,0.325691,-0.167596
1.239610931,0.326084,-0.116149
0.6262349,0.237534,-0.270784
1.55106231,0.295163,-0.166463
1.9111285,0.439378,-0.202926
0.84497,0.395439,-0.295904
1.81633598,0.369159,-0.292221
0.66006668,0.296999,-0.200324
0.76822618,0.236596,-0.141834
0.54432135,0.233365,-0.25629
0.1815402,0.394852,-0.27723
1.71767961,0.407897,-0.214117
0.53735348,0.24392,-0.351079
1.34885018,0.356061,-0.326611
0.0624761,0.311622,-0.248137
0.239667,0.360775,-0.302627
0.514646093,0.342861,-0.228576
-0.11447269,0.28223,-0.342318
-0.18005464,0.264136,-0.282778
1.7042436,0.327325,-0.28775
0.02198621,0.334256,-0.269313
1.697216421,0.39442,-0.234224
-0.406360763,0.242758,-0.391995
-1.01185206,0.204236,-0.192405
0.6364786,0.298518,-0.196489
-0.1682711,0.336707,-0.321569
2.64436969,0.296034,-0.237329
1.274094,0.373911,-0.256323
0.8637552,0.439591,-0.310236
0.4112792,0.320131,-0.285547
-0.31963478,0.349962,-0.386076
1.106208,0.371762,-0.175685
1.8388859,0.383208,-0.167058
0.47471342,0.325579,-0.209735
1.31634125,0.307875,-0.164524
1.5941005,0.254237,-0.190505
1.993386,0.418397,-0.170847
-0.6430796,0.316548,-0.261896
0.38760511,0.203106,-0.179505
0.5709642,0.325812,-0.252216
-0.214724797,0.29725,-0.262481
0.92662474,0.291691,-0.317419
0.614249928,0.242566,-0.218637
-0.79203688,0.362798,-0.312733
0.981858,0.347385,-0.208929
0.40247261,0.273725,-0.299449
-0.47011527,0.280622,-0.327447
0.738853849,0.29864,-0.239962
